embedding_type_layer	layer	model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
orig	9	bert_base_uncased	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	0.018644402877637935	0.017954534945871542	0.012370040413037303	0.012080101767336204	0.7190052636860987	0.7196890286512928	0.7230513555526104	0.7240566037735849	0.7770627259378097	0.7776481371883517	0.8714320529891446	0.8716568487058983	0.23064103283440343	0.22945981852510225	0.3434043492636133	0.3429234125227649
orig	9	bert_base_uncased	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	0.05501022662680883	0.055200873689184374	0.03364265531014938	0.03377416063726853	0.7745757634325473	0.7738376674546887	0.7753469269424044	0.7746256895193065	0.8352310475181157	0.832846653913934	0.9033235228460332	0.9019341191776136	0.19701042729922147	0.2011691722846195	0.25381463549835426	0.25916261356635295
orig	10	bert_base_uncased	orig	conditioned-cat-only	all	76	76	1862	24.5	2.9166666666666665	0.18981499159235682	0.19871717268572275	0.10801743833444026	0.11496526964124587	0.9034894904549188	0.909801912568306	0.8988910242147929	0.9065232240437159	0.717085491427041	0.6514307829082635	0.8387692008280198	0.7951804368886897	0.30994602567906476	0.4261066316563965	0.32049520999945186	0.47505608319181547
orig	10	bert_base_uncased	orig	conditioned-cat-only	pair_significant	62	62	1837	29.629032258064516	2.942857142857143	0.19552511026962416	0.20145035963091926	0.11132064427841794	0.11657127556171774	0.9078376568323405	0.911876731301939	0.9030998431303928	0.9085526315789474	0.7086337238097995	0.6466584416355801	0.8338466434241572	0.792326792037349	0.3201464102956021	0.43237772997112034	0.3314637851935254	0.48221015320008126
orig	10	bert_base_uncased	orig	conditioned-cat-only	pair_not_significant	14	14	25	1.7857142857142858	2.0	0.0013810752425342798	0.0013810752425342798	-0.0009883578168228269	-0.0009883578168228269	0.76	0.76	0.76	0.76	0.9959938227960099	0.9959938227960099	1.0012135951554928	1.0012135951554928	-0.02666666666666667	-0.02666666666666667	-0.04146777140497051	-0.04146777140497051
orig	10	bert_base_uncased	orig	conditioned-exclude	all	76	76	8568	112.73684210526316	3.084507042253521	0.12180246242011587	0.11684661804952676	0.07046738819529613	0.06760062631588022	0.8210524572512139	0.8269410664172123	0.8216174436176824	0.8274756113858078	0.7888305611916366	0.7967104290922681	0.8775666203707121	0.8820614701736956	0.24786275445743391	0.2396431796811675	0.30923567127524465	0.29868023269438587
orig	10	bert_base_uncased	orig	conditioned-exclude	pair_significant	62	62	6422	103.58064516129032	3.169491525423729	0.12413757195805802	0.11843414852974067	0.07188169161478679	0.06862173385414258	0.8181020058075328	0.8225034199726402	0.819537270228874	0.8242134062927496	0.7803021147240449	0.7845582187828675	0.8724209477776774	0.8748046511193753	0.2520264477097786	0.24426553059319214	0.31941598363960844	0.31357065062469697
orig	10	bert_base_uncased	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.6666666666666665	0.10857017503844367	0.11116840505363015	0.06245300215151575	0.06394837134110454	0.8377716820987398	0.8428134556574923	0.8334050928209301	0.8391437308868501	0.8371584245079903	0.8401759495139045	0.9067254317312415	0.90801735875453	0.2242684926941473	0.22311014718360173	0.25154723454385025	0.2454208051369184
orig	10	bert_base_uncased	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.027861541939588886	0.027467041145563344	0.01724762388485639	0.017193860481606628	0.7344571138730932	0.7351637351637351	0.7376177959847754	0.7383812383812384	0.7901788349298403	0.791212748115714	0.879789713665819	0.880286045019676	0.21522301230981042	0.2141875737931981	0.3243428264428433	0.3244546709544422
orig	10	bert_base_uncased	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	0.022883486612925247	0.022075781757751503	0.01419221543337992	0.013931640346313088	0.7245760326813572	0.725104821802935	0.7280133232979861	0.7286862334032146	0.7788102466451149	0.7799227541370453	0.873465070287	0.8739846017238239	0.2230921205614824	0.22141903056020423	0.3404665725945713	0.34040158540613136
